go_term_id,go_name,n_genes,n_changed,n_up,n_down,n_same,pct_changed,pct_same,pct_up,pct_down
GO:0001726,ruffle,38,3,2,1,35,0.07894736842105263,99.92105263157895,0.05263157894736842,0.02631578947368421
GO:0001731,formation of translation preinitiation complex,10,0,0,0,10,0,100,0,0
GO:0001732,formation of cytoplasmic translation initiation complex,28,4,4,0,24,0.14285714285714285,99.85714285714286,0.14285714285714285,0
GO:0001736,establishment of planar polarity,13,1,1,0,12,0.07692307692307693,99.92307692307692,0.07692307692307693,0
GO:0001750,photoreceptor outer segment,33,5,0,5,28,0.15151515151515152,99.84848484848484,0,0.15151515151515152
GO:0001755,neural crest cell migration,140,16,7,9,124,0.11428571428571428,99.88571428571429,0.05,0.06428571428571428
GO:0001756,somitogenesis,202,4,3,1,198,0.019801980198019802,99.98019801980197,0.01485148514851485,0.0049504950495049506
GO:0001757,somite specification,13,0,0,0,13,0,100,0,0
GO:0001764,neuron migration,52,10,5,5,42,0.19230769230769232,99.8076923076923,0.09615384615384616,0.09615384615384616
GO:0001784,phosphotyrosine residue binding,23,0,0,0,23,0,100,0,0
GO:0001786,phosphatidylserine binding,28,2,1,1,26,0.07142857142857142,99.92857142857143,0.03571428571428571,0.03571428571428571
GO:0001817,regulation of cytokine production,11,2,1,1,9,0.18181818181818182,99.81818181818181,0.09090909090909091,0.09090909090909091
GO:0001822,kidney development,49,7,4,3,42,0.14285714285714285,99.85714285714286,0.08163265306122448,0.061224489795918366
GO:0001837,epithelial to mesenchymal transition,10,1,1,0,9,0.1,99.9,0.1,0
GO:0001841,neural tube formation,20,1,0,1,19,0.05,99.95,0,0.05
GO:0001843,neural tube closure,12,0,0,0,12,0,100,0,0
GO:0001878,response to yeast,24,7,6,1,17,0.2916666666666667,99.70833333333333,0.25,0.041666666666666664
GO:0001885,endothelial cell development,12,1,1,0,11,0.08333333333333333,99.91666666666667,0.08333333333333333,0
GO:0001889,liver development,184,21,13,8,163,0.11413043478260869,99.88586956521739,0.07065217391304347,0.043478260869565216
GO:0001917,photoreceptor inner segment,22,1,0,1,21,0.045454545454545456,99.95454545454545,0,0.045454545454545456
GO:0001934,positive regulation of protein phosphorylation,43,1,0,1,42,0.023255813953488372,99.97674418604652,0,0.023255813953488372
GO:0001935,endothelial cell proliferation,14,0,0,0,14,0,100,0,0
GO:0001944,vasculature development,130,3,1,2,127,0.023076923076923078,99.97692307692307,0.007692307692307693,0.015384615384615385
GO:0001945,lymph vessel development,52,7,6,1,45,0.1346153846153846,99.86538461538461,0.11538461538461539,0.019230769230769232
GO:0001946,lymphangiogenesis,104,7,3,4,97,0.0673076923076923,99.9326923076923,0.028846153846153848,0.038461538461538464
GO:0001947,heart looping,183,19,10,9,164,0.10382513661202186,99.89617486338798,0.0546448087431694,0.04918032786885246
GO:0001964,startle response,15,1,1,0,14,0.06666666666666667,99.93333333333334,0.06666666666666667,0
GO:0001965,G-protein alpha-subunit binding,14,1,1,0,13,0.07142857142857142,99.92857142857143,0.07142857142857142,0
GO:0001966,thigmotaxis,26,1,1,0,25,0.038461538461538464,99.96153846153847,0.038461538461538464,0
GO:0001968,fibronectin binding,13,1,1,0,12,0.07692307692307693,99.92307692307692,0.07692307692307693,0
GO:0001972,retinoic acid binding,10,1,1,0,9,0.1,99.9,0.1,0
GO:0002009,morphogenesis of an epithelium,13,3,2,1,10,0.23076923076923078,99.76923076923077,0.15384615384615385,0.07692307692307693
GO:0002039,p53 binding,16,2,1,1,14,0.125,99.875,0.0625,0.0625
GO:0002040,sprouting angiogenesis,211,19,3,16,192,0.09004739336492891,99.90995260663507,0.014218009478672985,0.07582938388625593
GO:0002042,cell migration involved in sprouting angiogenesis,11,2,0,2,9,0.18181818181818182,99.81818181818181,0,0.18181818181818182
GO:0002062,chondrocyte differentiation,13,1,1,0,12,0.07692307692307693,99.92307692307692,0.07692307692307693,0
GO:0002084,protein depalmitoylation,10,1,1,0,9,0.1,99.9,0.1,0
GO:0002088,lens development in camera-type eye,105,3,0,3,102,0.02857142857142857,99.97142857142858,0,0.02857142857142857
GO:0002089,lens morphogenesis in camera-type eye,16,0,0,0,16,0,100,0,0
GO:0002098,tRNA wobble uridine modification,21,1,1,0,20,0.047619047619047616,99.95238095238095,0.047619047619047616,0
GO:0002102,podosome,17,1,1,0,16,0.058823529411764705,99.94117647058823,0.058823529411764705,0
GO:0002116,semaphorin receptor complex,11,4,0,4,7,0.36363636363636365,99.63636363636364,0,0.36363636363636365
GO:0002161,aminoacyl-tRNA editing activity,11,2,2,0,9,0.18181818181818182,99.81818181818181,0.18181818181818182,0
GO:0002181,cytoplasmic translation,22,1,1,0,21,0.045454545454545456,99.95454545454545,0.045454545454545456,0
GO:0002224,toll-like receptor signaling pathway,23,6,6,0,17,0.2608695652173913,99.73913043478261,0.2608695652173913,0
GO:0002244,hematopoietic progenitor cell differentiation,85,2,1,1,83,0.023529411764705882,99.97647058823529,0.011764705882352941,0.011764705882352941
GO:0002250,adaptive immune response,16,1,0,1,15,0.0625,99.9375,0,0.0625
GO:0002376,immune system process,85,11,8,3,74,0.12941176470588237,99.87058823529412,0.09411764705882353,0.03529411764705882
GO:0002548,monocyte chemotaxis,14,4,3,1,10,0.2857142857142857,99.71428571428571,0.21428571428571427,0.07142857142857142
GO:0002574,thrombocyte differentiation,21,3,0,3,18,0.14285714285714285,99.85714285714286,0,0.14285714285714285
GO:0003007,heart morphogenesis,103,16,15,1,87,0.1553398058252427,99.84466019417475,0.14563106796116504,0.009708737864077669
GO:0003009,skeletal muscle contraction,22,2,1,1,20,0.09090909090909091,99.9090909090909,0.045454545454545456,0.045454545454545456
GO:0003094,glomerular filtration,32,1,0,1,31,0.03125,99.96875,0,0.03125
GO:0003140,determination of left/right asymmetry in lateral mesoderm,24,2,2,0,22,0.08333333333333333,99.91666666666667,0.08333333333333333,0
GO:0003143,embryonic heart tube morphogenesis,29,1,1,0,28,0.034482758620689655,99.96551724137932,0.034482758620689655,0
GO:0003146,heart jogging,39,5,1,4,34,0.1282051282051282,99.87179487179488,0.02564102564102564,0.10256410256410256
GO:0003171,atrioventricular valve development,17,0,0,0,17,0,100,0,0
GO:0003181,atrioventricular valve morphogenesis,13,1,0,1,12,0.07692307692307693,99.92307692307692,0,0.07692307692307693
GO:0003231,cardiac ventricle development,12,0,0,0,12,0,100,0,0
GO:0003309,type B pancreatic cell differentiation,18,0,0,0,18,0,100,0,0
GO:0003310,pancreatic A cell differentiation,13,0,0,0,13,0,100,0,0
GO:0003319,cardioblast migration to the midline involved in heart rudiment formation,11,0,0,0,11,0,100,0,0
GO:0003323,type B pancreatic cell development,23,2,2,0,21,0.08695652173913043,99.91304347826087,0.08695652173913043,0
GO:0003333,amino acid transmembrane transport,26,3,2,1,23,0.11538461538461539,99.88461538461539,0.07692307692307693,0.038461538461538464
GO:0003341,cilium movement,60,2,1,1,58,0.03333333333333333,99.96666666666667,0.016666666666666666,0.016666666666666666
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,17,1,0,1,16,0.058823529411764705,99.94117647058823,0,0.058823529411764705
GO:0003401,axis elongation,16,0,0,0,16,0,100,0,0
GO:0003406,retinal pigment epithelium development,21,4,1,3,17,0.19047619047619047,99.80952380952381,0.047619047619047616,0.14285714285714285
GO:0003407,neural retina development,28,3,0,3,25,0.10714285714285714,99.89285714285714,0,0.10714285714285714
GO:0003674,molecular_function,1918,212,130,82,1706,0.1105318039624609,99.88946819603754,0.06777893639207508,0.04275286757038582
GO:0003676,nucleic acid binding,905,90,62,28,815,0.09944751381215469,99.90055248618785,0.06850828729281767,0.030939226519337018
GO:0003677,DNA binding,2886,204,90,114,2682,0.07068607068607069,99.92931392931393,0.031185031185031187,0.0395010395010395
GO:0003678,DNA helicase activity,78,13,0,13,65,0.16666666666666666,99.83333333333333,0,0.16666666666666666
GO:0003682,chromatin binding,195,23,6,17,172,0.11794871794871795,99.88205128205128,0.03076923076923077,0.08717948717948718
GO:0003684,damaged DNA binding,51,6,0,6,45,0.11764705882352941,99.88235294117646,0,0.11764705882352941
GO:0003688,DNA replication origin binding,10,1,0,1,9,0.1,99.9,0,0.1
GO:0003690,double-stranded DNA binding,53,10,5,5,43,0.18867924528301888,99.81132075471699,0.09433962264150944,0.09433962264150944
GO:0003697,single-stranded DNA binding,71,7,2,5,64,0.09859154929577464,99.90140845070422,0.028169014084507043,0.07042253521126761
GO:0003700,DNA-binding transcription factor activity,988,89,50,39,899,0.09008097165991903,99.90991902834008,0.05060728744939271,0.039473684210526314
GO:0003707,nuclear steroid receptor activity,29,1,0,1,28,0.034482758620689655,99.96551724137932,0,0.034482758620689655
GO:0003712,transcription coregulator activity,153,7,2,5,146,0.0457516339869281,99.95424836601308,0.013071895424836602,0.032679738562091505
GO:0003713,transcription coactivator activity,124,6,1,5,118,0.04838709677419355,99.95161290322581,0.008064516129032258,0.04032258064516129
GO:0003714,transcription corepressor activity,126,8,2,6,118,0.06349206349206349,99.93650793650794,0.015873015873015872,0.047619047619047616
GO:0003723,RNA binding,1422,130,106,24,1292,0.09142053445850915,99.9085794655415,0.07454289732770746,0.016877637130801686
GO:0003724,RNA helicase activity,76,10,7,3,66,0.13157894736842105,99.86842105263158,0.09210526315789473,0.039473684210526314
GO:0003725,double-stranded RNA binding,36,3,3,0,33,0.08333333333333333,99.91666666666667,0.08333333333333333,0
GO:0003727,single-stranded RNA binding,17,0,0,0,17,0,100,0,0
GO:0003729,mRNA binding,212,19,12,7,193,0.08962264150943396,99.91037735849056,0.05660377358490566,0.0330188679245283
GO:0003730,mRNA 3'-UTR binding,72,12,8,4,60,0.16666666666666666,99.83333333333333,0.1111111111111111,0.05555555555555555
GO:0003735,structural constituent of ribosome,381,35,30,5,346,0.09186351706036745,99.90813648293964,0.07874015748031496,0.013123359580052493
GO:0003743,translation initiation factor activity,202,13,13,0,189,0.06435643564356436,99.93564356435644,0.06435643564356436,0
GO:0003746,translation elongation factor activity,68,18,13,5,50,0.2647058823529412,99.73529411764706,0.19117647058823528,0.07352941176470588
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,158,4,0,4,154,0.02531645569620253,99.9746835443038,0,0.02531645569620253
GO:0003756,protein disulfide isomerase activity,37,9,9,0,28,0.24324324324324326,99.75675675675676,0.24324324324324326,0
GO:0003774,cytoskeletal motor activity,225,22,0,22,203,0.09777777777777778,99.90222222222222,0,0.09777777777777778
GO:0003777,microtubule motor activity,174,43,0,43,131,0.2471264367816092,99.75287356321839,0,0.2471264367816092
GO:0003779,actin binding,494,39,20,19,455,0.07894736842105263,99.92105263157895,0.04048582995951417,0.038461538461538464
GO:0003785,actin monomer binding,20,1,0,1,19,0.05,99.95,0,0.05
GO:0003810,protein-glutamine gamma-glutamyltransferase activity,40,4,0,4,36,0.1,99.9,0,0.1
GO:0003823,antigen binding,13,1,0,1,12,0.07692307692307693,99.92307692307692,0,0.07692307692307693
GO:0003824,catalytic activity,516,68,36,32,448,0.13178294573643412,99.86821705426357,0.06976744186046512,0.06201550387596899
GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",17,0,0,0,17,0,100,0,0
GO:0003839,gamma-glutamylcyclotransferase activity,10,3,3,0,7,0.3,99.7,0.3,0
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,12,2,2,0,10,0.16666666666666666,99.83333333333333,0.16666666666666666,0
GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,25,0,0,0,25,0,100,0,0
GO:0003872,6-phosphofructokinase activity,41,7,0,7,34,0.17073170731707318,99.82926829268293,0,0.17073170731707318
GO:0003873,6-phosphofructo-2-kinase activity,14,2,2,0,12,0.14285714285714285,99.85714285714286,0.14285714285714285,0
GO:0003876,AMP deaminase activity,20,0,0,0,20,0,100,0,0
GO:0003883,CTP synthase activity,11,6,6,0,5,0.5454545454545454,99.45454545454545,0.5454545454545454,0
GO:0003887,DNA-directed DNA polymerase activity,55,9,0,9,46,0.16363636363636364,99.83636363636364,0,0.16363636363636364
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,130,17,12,5,113,0.13076923076923078,99.86923076923077,0.09230769230769231,0.038461538461538464
GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,14,1,0,1,13,0.07142857142857142,99.92857142857143,0,0.07142857142857142
GO:0003910,DNA ligase (ATP) activity,23,0,0,0,23,0,100,0,0
GO:0003916,DNA topoisomerase activity,16,1,0,1,15,0.0625,99.9375,0,0.0625
GO:0003917,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",42,0,0,0,42,0,100,0,0
GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",21,10,0,10,11,0.47619047619047616,99.52380952380952,0,0.47619047619047616
GO:0003924,GTPase activity,671,74,55,19,597,0.11028315946348734,99.88971684053651,0.08196721311475409,0.028315946348733235
GO:0003950,NAD+ ADP-ribosyltransferase activity,55,3,2,1,52,0.05454545454545454,99.94545454545455,0.03636363636363636,0.01818181818181818
GO:0003951,NAD+ kinase activity,29,1,1,0,28,0.034482758620689655,99.96551724137932,0.034482758620689655,0
GO:0003993,acid phosphatase activity,10,1,1,0,9,0.1,99.9,0.1,0
GO:0003995,acyl-CoA dehydrogenase activity,22,1,0,1,21,0.045454545454545456,99.95454545454545,0,0.045454545454545456
GO:0004000,adenosine deaminase activity,19,4,1,3,15,0.21052631578947367,99.78947368421052,0.05263157894736842,0.15789473684210525
GO:0004013,adenosylhomocysteinase activity,10,0,0,0,10,0,100,0,0
GO:0004016,adenylate cyclase activity,50,0,0,0,50,0,100,0,0
GO:0004017,adenylate kinase activity,26,3,3,0,23,0.11538461538461539,99.88461538461539,0.11538461538461539,0
GO:0004019,adenylosuccinate synthase activity,12,0,0,0,12,0,100,0,0
GO:0004029,aldehyde dehydrogenase (NAD+) activity,16,3,1,2,13,0.1875,99.8125,0.0625,0.125
GO:0004045,aminoacyl-tRNA hydrolase activity,13,7,7,0,6,0.5384615384615384,99.46153846153847,0.5384615384615384,0
GO:0004065,arylsulfatase activity,12,1,0,1,11,0.08333333333333333,99.91666666666667,0,0.08333333333333333
GO:0004067,asparaginase activity,11,0,0,0,11,0,100,0,0
GO:0004089,carbonate dehydratase activity,80,33,27,6,47,0.4125,99.5875,0.3375,0.075
GO:0004095,carnitine O-palmitoyltransferase activity,10,0,0,0,10,0,100,0,0
GO:0004096,catalase activity,11,0,0,0,11,0,100,0,0
GO:0004111,creatine kinase activity,22,3,0,3,19,0.13636363636363635,99.86363636363636,0,0.13636363636363635
